# separator:Comma
# deck:日本語 Grammar
# notetype:日本語 Grammar
# tags column:27
# columns:id,title,title_phonetic,meaning,how_to_use,jlpt_level,date_added,row_num,example_1_text,example_1_text_phonetic,example_1_meaning,example_2_text,example_2_text_phonetic,example_2_meaning,example_3_text,example_3_text_phonetic,example_3_meaning,example_4_text,example_4_text_phonetic,example_4_meaning,example_5_text,example_5_text_phonetic,example_5_meaning,example_6_text,example_6_text_phonetic,example_6_meaning,tags
1de0df00-b25f-45c8-b326-b91ddafb8a79,〜と思います／〜ないと思います,,To describe what you (do/don't) think,<li>verb (short form) + と思います</li><li>verb (short negative form) + と思います</li>,,2023-06-27,30,たけしさんはメアリーさんが 好[す]きだと 思[おも]います。,,I think Takeshi likes Mary.,メアリーさんはたけしさんが 好[す]きじゃないと 思[おも]います。,,I think Mary doesn't like Takeshi.,メアリーさんは 忙[いそが]しいと 思[おも]います。,,I think Mary is busy.,メアリーさんは 夜[よる] 遅[おそ]く 家[いえ]に 帰[かえ]らないと 思[おも]ういます。,,I think Mary doesn't go home late at night.,メアリーさんはあまりコーヒーを 飲[の]まないと 思[おも]います。,,I think Mary doesn't drink coffee much.,メアリーさんはよく 映[えい] 画[が]を 見[み]に 行[い]くと 思[おも]います。,,I think Mary often goes to see movies.,genki3-l08
1c127fc4-8ef6-452f-9a1f-0caf81872680,〜と言っていました,,They said...,<li>verb (short form) + と言っていました</li>,,2023-06-28,31,ヤスミンさんは、 明[あ] 日[した] 試[し] 験[けん]があると 言[い]っていました。,,Yasmin said that there would be an exam tomorrow.,山[やま] 下[した] 先[せん] 生[せい]は 結[けっ] 婚[こん]していないと 言[い]っていました。,,Professor Yamashita said that he is not married,お 父[とう]さんは 親[しん] 切[せつ]だと 言[い]っていました。,,"Dad is kind, they said.",家[か] 族[ぞく]は 英[えい] 語[ご]を 話[はな]さないと 言[い]っていました。,,"Their family doesn't speak English, they said.",,,,,,,genki3-l08
278fa04d-8cf7-4991-9fdf-662ecfdb9820,〜ないでください,,Please don't...,"<li>verb (short, negative) +　でください</li>",,2023-06-28,32,ここで 写[しゃ] 真[しん]を 取[と]らないでください。,,Please don't take pictures here.,Ａ：この 部[へ] 屋[や]に 入[はい]ってもいいですか。<br/>Ｂ： 入[はい]らないでください。,,A: May I enter this room?<br/>B: Please don't.,,,,,,,,,,,,,genki3-l08
c1cb4718-94af-4017-9671-4561b9738aae,〇〇のが好きです<br/>〇〇のが上手です,,Turn a verb into a noun describing an action (i.e. normalizer) to describe things one likes/dislikes or are good/bad at,<li>activity verb (short form) + の + が + 好きです</li><li>activity verb (short form) + の + が + 嫌いです</li><li>activity verb (short form) + の + が + 上手です</li><li>activity verb (short form) + の + が + 下手です</li>,,2023-07-23,33,日[に] 本[ほん] 語[ご]を 勉[べん] 強[きょう]するのが 好[す]きです。,,I like studying the Japanese language.,部[へ] 屋[や]を 掃[そう] 除[じ]するのが 嫌[きら]いです,,I don't like cleaning my room.,ロバートさんは 料[りょう] 理[り]を 作[つく]るのが 上[じょう] 手[ず]です。,,Robert is good at cooking meals.,たけしさんは 英[えい] 語[ご]を 話[はな]すのが 下手[へた]です。,,Takeshi is not a good speaker of English.,Ｑ： 日[に] 本[ほん] 語[ご]の 先[せん] 生[せい]は 何[なに]をするのが 好[す]きですか。<br/>Ａ： 車[くるま]を 運[うん] 転[てん]するのが 好[す]きだと 思[おも]います。,,Q: What does the Japanese teacher like to do?<br/>I think they like driving a car.,Ｑ： 掃[そう] 除[じ]するのが 好[す]きですか。<br/>Ａ：いいえ、あまり 好[す]きじゃないです。,,"Q: Do you like cleaning your room?<br/>A: No, Don't like it very much",genki3-l08
f7851ce8-e9b1-47c4-82bc-47626526312a,何か and 何も,,"something, anything?, and not...anything","<li>positive statement: 何か ⟶ something</li><li>questions: 何か ⟶ anything?</li><li>negative statements: 何も + negative ⟶ not...anything</li><li>(Usually the particles は, が, and を are dropped when used in places these are expected)</li>",,2023-07-23,34,猫[ねこ]が 何[なに]か 持[も]ってきました。,,The cat has brought something.,Ｑ： 猫[ねこ]は 何[なに]か 食[た]べましたか。<br/>Ａ：いいえ、 猫[ねこ]は 何[なに]も 食[た]べませんでした。,,"Q: Did the cat eat anything?<br/>A: No, the cat did not eat anything.",ゆみさんに 会[あ]いましたが、 何[なに]も 話[はな]しませんでした。,,"I met Yumi, but we didn't talk about anything.",何[なに]か 飲[の]みませんか。,,Would you like to drink something?,けんとさんは 何[なに]か 聞[き]きましたが、 分[わ]かりませんでした。,,"Kento asked something, but I did not understand.",テレビがありましたが、 何[なに]も 見[み]ませんでした。,,"There was a TV, but I didn't watch anything.",genki3-l08
ef61ea7d-f297-402a-8d20-ec499c26e9a2,〜と思います／〜なかったと思います (past tense),,To describe what you do/don't think (past tense),<li>verb (casual past tense) + と思います</li><li>verb (casual negative past tense) + と思います</li>,,2023-07-26,35,Ａ：あ、 私[わたし]のとんかつがない！<br/>Ｂ：トムさんが 食[た]べたと 思[おも]います。,,"A: Hey, my pork cutlet is gone!<br/>B: I think Tom ate it.",去[きょ] 年[ねん]の 冬[ふゆ]はあまり 寒[さむ]くなかったと 思[おも]います。,,"I don't think last winter was very cold.<br/>(lit., I think last winter was not very cold.)",ただしさんのお 父[とう]さんは 若[わか]い 時[とき]、かっこよかったと 思[おも]います。,,I think Tadashi's father was good-looking when he was young.,先[せん] 週[しゅう]の 試[し] 験[けん]は 難[むずか]しくなかったと 思[おも]います。,,"I don't think last week's exam was difficult.<br/>(lit., I think last week's exam was not difficult.)",,,,,,,genki3-l09
a8af87a3-4897-49b5-941b-e608727e4751,〜たと言っていました,,Quoting a past-tense form,<li>verb (past short form) + と言っていました</li>,,2023-08-06,36,ヤスミンさんは 昼[ひる]ご 飯[はん]を 食[た]べなかったと 言[い]っていました。,,Yasmin said that she didn't have lunch.,お 父[とう]さんは 踊[おど]るのがあまり 上[じょう] 手[ず]じゃなかったと 言[い]っていました。,,My father said he is not very good at dancing.,ヤスミンさんは 病[びょう] 気[き]だったと 言[い]っていました。,,Yasmin said she was sick.,たけしさんは、 歌[か] 舞[ぶ] 伎[き]は 十[じゅう] 二[に] 時[じ]に 始[はじ]まって、 四[よ] 時[じ]に 終[お]わったと 言[い]っていました。,,"Takeshi said that kabuki started at twelve o'clock, and finished at four o'clock.",たけしさんは、 先[せん] 月[げつ]、 歌[か] 舞[ぶ] 伎[き]を 見[み]に 行[い]ったと 言[い]っていました。,,Takeshi said he went to see Kabuki last month.,,,,genki3-l09
b74986e7-b6cc-469c-a99f-d5d96e5b20af,〜ているＮ<br/>ＡＮ<br/>ＡなＮ,,Qualifying Nouns with Verbs and Adjectives,<li>い-adj + noun</li><li>な-adj + な + noun</li><li>verb (te-form) + いる + noun</li>,,2023-08-23,37,髪[かみ]が 長[なが]い 人[ひと],,a person who has long hair,猫[ねこ]が 好[す]きな 人[ひと],,a person who likes cats,メガネをかけている 人[ひと],,a person who wears glasses,Ａ：ゆいさんはどの 人[ひと]ですか。<br/>Ｂ：あそこで 本[ほん]を 読[よ]んでいる 人[ひと]です。,,A: Which one is Yui?<br/>B: Yui is the one who is reading a book over there.,あそこで 写[しゃ] 真[しん]を 撮[と]っている 学[がく] 生[せい]はロバートさんです。,,The student taking pictures over there is Robert.,Ａ：エリカさんはどの 人[ひと]ですか。<br/>Ｂ：ももさんと 話[はな]している 人[ひと]です。,,A: Which one is Erika?<br/>B: (She) is the person who is talking with Momo.,genki3-l09
0653c4b2-5685-4913-ac34-24977b7c60dd,もう〜ました<br/>まだ〜ていません,,have ... already<br/>have not ... yet,<li>もう + 〇〇 + verb (past tense) ⟶ already have</li><li>まだ + 〇〇 + verb (te form) + いません ⟶ have not yet</li>,5,2023-09-06,38,もう 宿[しゅく] 題[だい]をしました。,,I have already done the homework,まだ 宿[しゅく] 題[だい]をしていません。,,I have not done the homework yet.,Ｑ：もう 新[あたら]しい 漢[かん] 字[じ]を 覚[おぼ]えましたか。<br/>Ａ：はい、もう 覚[おぼ]えました。,,"Q: Did you already memorize the new kanji?<br/>A: Yes, I already memorized them.",Ｑ：もう 新[あたら]しい 先[せん] 生[せい]と 話[はな]しましたか。<br/>Ａ：いいえ、まだ 話[はな]していません。,,"Q: Did you already talk with the new teacher?<br/>A: No, I have not yet talked to them.",Ｑ：もう 十[じゅう] 課[か]の 単[たん] 語[ご]を 覚[おぼ]えた？<br/>Ａ：ううん、まだ 覚[おぼ]えていない。,,"Q: Did you already memorize your lesson 10 vocabulary?<br/>A: No, I haven't memorized them yet.",,,,genki3-l09
032d9866-ff59-4863-9b00-b8c4b5adc110,Ｅから、Ｓ。,,"S, because E.<br/>E; therefore S.",<li>(explanation)から、(situation)。</li><li>(explanation formal verb)から、(situation)。 ⟶ usually in suggestions</li><li>(explanation formal verb)から、(situation)か。 ⟶ usually in requests</li>,,2023-10-02,39,明[あ] 日[した] 試[し] 験[けん]があるから、 今[こん] 晩[ばん] 勉[べん] 強[きょう]します。,,"I will study this evening, because we will have an exam tomorrow.<br/>We will have an exam tomorrow; therefore, I will study this evening.",寒[さむ]かったから、 出[で]かけませんでした。,,"We didn't go out, because it was cold.<br/>It was cold; therefore we didn't go out.",歌[か] 舞[ぶ] 伎[き]のチケットがありますから、 一[いっ] 緒[しょ]に 見[み]に 行[い]きましょう。,,I have kabuki tickets; (therefore) let's go see it together.,コンサートのチケットを 二[に] 枚[まい]もらったから、 行[い]きませんか。,,"I got two concert tickets, (therefore) would you like to go?",友[とも] 達[だち]がいなかったから、とても 寂[さび]しかったです。,,I was very lonely because I did not have any friends.,,,,genki3-l09
a1ddb025-9616-4444-a349-8e65c522e55c,Ａの方がＢより〇〇。,,A is more ____ than B.,<li>noun (greater) + の方が + noun (lesser) + より + property。</li><li>noun (lesser) + より + noun (greater) + の方が + property。</li>,,2023-10-07,40,中[ちゅう] 国[ごく]の 方[ほう]が 日[に] 本[ほん]より 大[おお]きいです。,,China is larger than Japan.,日[にち] 曜[よう] 日[び]の 方[ほう]が 月[げつ] 曜[よう] 日[び]より 楽[たの]しいです。,,Sundays are more fun than Mondays.,メアリーさんよりたけしさんの 方[ほう]が 年[とし] 上[うえ]です。,,Takeshi is older than Mary.,,,,,,,,,,genki3-l10
e2524a54-3d54-4645-8a43-303d5bff59cb,ＡとＢとどちらの方が〇〇か。,,"Between A and B, which his more ____?",<li>noun + と + noun + と + どちら + の方 + が + property + か</li><li>noun + と + noun + と + どっち + の方 + が + property + ？</li><li>noun + と + noun + (と) + どちら + が + property + か</li><li>noun + と + noun + (と) + どっち + が + property + ？</li>,,2023-10-07,41,Ａ： 日[に] 本[ほん]とカナダとどちらの 方[ほう]が 寒[さむ]いですか。<br/>Ｂ：カナダの 方[ほう]が 寒[さむ]いです。,,"A: Which is colder, Japan or Canada?<br/>B: Canada is colder.",Ａ：あなたと 日[に] 本[ほん] 語[ご]の 先[せん] 生[せい]とどっちの 方[ほう]が 背[せ]が 高[たか]いですか。<br/>Ｂ： 私[わたし]の 方[ほう]が（ 日[に] 本[ほん] 語[ご]の 先[せん] 生[せい]より） 背[せ]が 高[たか]いです。,,"A: Between you and your Japanese teacher, who is taller?<br/>I am taller (than my Japanese teacher).",Ｑ： 夏[なつ]と 冬[ふゆ]、どっちが 好[す]きだ？<br/>Ａ： 冬[ふゆ]の 方[ほう]が 好[す]きだ。,,"Q: Which do you like more, summer or winter?<br/>A: I like winter more.",,,,,,,,,,genki3-l10 not-from-book
872eef00-764f-4dcd-89b1-1819fae14850,ＡとＢとＣの中でＡが一番〇〇。<br/>Ｘの中でＡが一番〇〇。,,A is the most ____ (among the group of items).,"<li>noun + と + noun + と + … + の中で + noun + が + 一番 + property。</li><li>category + の中で + noun + が + 一番 + property。</li><li>Note: For questions, どれ is usually used with item lists, while 何 is used with categories.</li>",,2023-10-09,42,Ｑ：カナダとフランスと 日本[にほん]の 中[なか]で、どこが 一[いち] 番[ばん] 寒[さむ]いですか。<br/>Ａ：カナダが 一[いち] 番[ばん] 寒[さむ]いと 思[おも]います。,,"Q: Among Canada, France, and Japan, which country has the coldest climate?<br/>A: Canada is coldest, I think.",Ｑ： 季[き] 節[せつ]の 中[なか]でいつが 一[いち] 番[ばん] 好[す]きてすか。<br/>Ａ： 秋[あき]が 一[いち] 番[ばん] 好[す]きです。,,Q: What season do you like the best?<br/>A: I like fall the most.,Ｑ： 日[に] 本[ほん] 料[りょう] 理[り]の 中[なか]で、 何[なに]が 一[いち] 番[ばん] 美味[おい]しいですか。<br/>Ａ： 寿[す] 司[し]が 一[いち] 番[ばん] 美味[おい]しいと 思[おも]います。,,"Q: What Japanese food is most delicious?<br/>A: Sushi is most delicious, I think.",りんごとみかんとさくらんぼの 中[なか]で、どれが 一[いち] 番[ばん] 好[す]きですか。,,"Which do you like best: apples, tangerines, or cherries?",果[くだ] 物[もの]の 中[なか]で、 何[なに]が 一[いち] 番[ばん] 好[す]きてすか。,,What fruit do you like best?,,,,genki3-l10
